,consistentinconsistent,femininemasculine,beneficialharmful,demotivatemotivate,ethicalunethical,satisfiedunsatisfied,flexiblerigid,amateurprofessional,privatepublic,modernoutdated,foreignersnatives,internationallocal,sustainableunsustainable,analoguedigital,conservativeprogressive,globallylocally,individualismteamwork,biasunbias,communicativeuncommunicative,obscuritytransparency,followerinnovator,longtermshortterm,marketingsecret,diversityuniformity,managerworker,declinegrowth,demandsupply,problemsolution,intangibletangible,lossprofit,diplomaticundiplomatic,rewardingunrewarding,autonomousmicromanagement,productservice,ambiguityclarity,seasonaltemporary,impulsivestrategic,mistrusttrust,goaltask,nonrenewablerenewable,advertisingsecretive,innovativetraditional,purchasersupplier,corruptionintegrity,corporateindividual,insidersoutsiders,economicoverpriced,consultantemployees,environmentpollution,connecteddisconnected,costrevenue,discriminationimpartial,collaborationsilo,challengeobscurity,essentialluxury,commitmentrejection,childchildless,riskysecure,localwidespread,artisanalfinancial,demandingeffortless,leasesell,naturaltechnical,onlinestore,familywork,spectatorsstakeholders,majorityminorities,isolatingsocial,detailsoutlines,goodiessalary,allianceproprietorship,physicalremote,credibledeceptive,dependentindependent,bankruptcyprosperity,pressurerelax,opportunitythreat,criminalrightful,neglectresponsible,disorderorder,captivefreedom
Northwestern_Mutual,0.08498822,-0.22099243,0.16367108,0.0960273,-0.031827785,0.14813553,0.09451821,-0.3517873,-0.09471738,-0.18789892,-0.056075845,0.033723384,0.15561186,-0.12552159,0.322633,0.11912041,0.005141684,0.009832948,-0.16075568,-0.0934017,-0.055250525,0.049127597,0.054075338,0.09004533,0.041675974,0.03143359,-0.17863578,0.07047843,0.13846835,0.023950588,0.18453392,0.21404369,0.039655928,0.0045326124,-0.13029541,0.05120597,-0.032629505,-0.011547115,0.012543909,0.24950816,0.08254194,0.1425965,0.17276332,0.0752556,-0.036847968,0.031269018,0.14701964,-0.061579406,0.017897481,-0.024109889,0.049402934,0.114693396,-0.0012044192,-0.15528686,-0.07345116,-0.014512017,-0.068384245,0.07158931,-0.0041969763,0.06385421,0.06802232,0.036419842,0.07106943,-0.0131287705,-0.0055683535,-0.036518406,0.01726403,-0.09413212,-0.008407053,0.034064233,-0.021864407,0.060493473,-0.14122373,-0.13909213,-0.12864277,-0.042117186,-0.1077459,-0.019376636,0.015988983,0.06675069,0.13554908
Louis_Dreyfus,-0.0806956,0.19870323,0.17312062,-0.01194434,-0.1438762,-0.12275007,-0.095328294,-0.07599847,0.2453686,0.2674047,-0.020367997,0.052272063,-0.053572755,0.0025389662,0.37040284,0.19239864,-0.22232729,-0.009231189,-0.053057376,-0.09463199,-0.09415828,0.015138834,0.062436692,0.11846142,0.0024690556,0.0986051,-0.0649839,-0.076578766,-0.0632423,-0.11488461,-0.024345346,0.05164632,0.08797897,0.06904506,0.18376552,0.12001258,0.15107416,0.016609523,0.018098228,-0.12945153,0.006014179,0.03073755,0.10000179,0.0324751,0.105022885,0.0028771232,0.038777217,-0.08622806,-0.22441375,-0.08725736,-0.014658942,0.01124199,-0.2444867,-0.01913205,0.09207317,-0.009991248,-0.08948365,-0.18318874,-0.07612102,0.09379045,0.051649377,0.0456879,0.0678989,-0.0010545499,0.031350538,-0.14397477,0.15091056,0.030507447,0.11164325,-0.062758334,-0.021309277,0.16417427,-0.012917878,-0.022308331,0.015128854,0.0014362918,0.074623846,0.004209392,-0.0101933805,0.066302896,0.08415394
Aisin,0.044306137,-0.2042788,-0.104588985,-0.019825548,-0.07119909,0.04640026,0.1329126,-0.1752321,-0.11815067,-0.17448615,0.012093451,-0.14550795,-0.20315571,0.06595684,-0.17420089,-0.041333027,0.06444713,0.08400027,0.082165554,-0.085848175,-0.093297705,-0.025649738,0.2573005,0.071581125,-0.060311627,0.014324434,0.058617458,0.058839623,0.25387117,-0.0020634779,0.074053824,-0.09875426,-0.034217767,0.057049,0.043000914,-0.06959155,-0.060216743,-0.14026232,0.02952712,-0.2042709,-0.27452078,-0.023290558,-0.22724898,0.066002384,-0.09622169,-0.09077677,0.22316429,-0.096406244,-0.20418718,0.022404296,-0.07331671,-0.03244415,0.025184665,-0.028319385,-0.13310401,0.07763022,-0.10299927,-0.112671785,-0.018342149,0.0013346011,-0.20757116,0.0637571,-0.00768622,-0.07682137,-0.028017186,0.1442799,0.11825474,0.09912845,-0.050131608,-0.017992606,0.009219742,-0.027715687,0.053593617,0.08177766,0.06323292,0.09334807,0.15068327,-0.039367896,-0.08461184,-0.076867625,0.069004804
Exelon,0.069393694,-0.038013738,0.012342752,-0.0349877,0.13578108,0.081530295,0.27822098,0.04635322,-0.091318764,-0.3259792,-0.10965746,-0.11080378,0.0562921,0.06011324,-0.08574676,0.28660658,-0.085754655,-0.12128309,-0.011097523,-0.08070766,-0.22347474,-0.088458896,0.012229612,0.117144205,-0.13271645,0.18211803,-0.293808,0.031107944,0.0114715425,-0.11201925,0.11506133,-0.005166414,-0.052299883,-0.009209729,0.11912217,0.04496073,0.06649672,0.05714167,0.101974726,-0.18238796,-0.1957877,-0.050950002,0.16568486,-0.04363011,0.09475819,-0.0021930167,0.15214549,-0.053954594,-0.07671107,-0.009926716,-0.0057021976,-0.070031054,-0.14518987,0.031305015,-0.072033696,-0.13124701,-0.14163315,0.15727445,0.09879293,0.0123132495,-0.07693635,-0.015513451,0.09928775,0.039283738,-0.019170718,0.03143388,-0.06814546,0.12126874,0.05636528,-0.039556615,0.040982384,0.09250172,0.041988164,0.035194118,0.011775074,0.1526675,0.08124367,0.024221707,0.046703115,-0.10957365,0.0361585
Jardine_Matheson,-0.027711902,-0.10459058,0.19685489,0.28844693,0.058636427,-0.075473614,0.03535474,0.17204763,0.25936034,0.12396745,0.12229865,-0.06493276,0.16410255,0.18799074,0.034730162,0.08464128,-0.010838966,-0.099188626,0.0080069015,0.01658816,-0.17309913,-0.14341255,0.11235847,0.23781511,0.06520179,0.13970658,-0.18028016,0.10777897,0.0077899746,-0.29628137,-0.022732673,-0.106826305,-0.11817002,-0.06964696,0.10888269,-0.0483001,-0.04151976,-0.10551486,-0.10683491,-0.1212284,-0.08839281,-0.08083917,0.040756583,0.12217137,0.06841935,-0.036764443,-0.006858585,0.06900698,-0.06508717,-0.01195387,-0.07197487,0.02651455,0.011479874,-0.07587172,-0.10955492,0.046545707,-0.09113721,-0.09117037,0.015530229,-0.085229255,-0.0046428363,-0.13760048,0.044150032,-0.023128552,0.13493668,-0.13913602,0.090945676,0.13504519,-0.011071588,-0.037433594,-0.010778214,0.16153711,-0.12572698,-0.010542045,-0.124733075,0.12957145,0.10285055,0.07589799,-0.0825731,0.05356795,-0.022560453
Magna_International,-0.07392949,-0.30125663,-0.009905205,0.12013264,-0.084570356,0.0069140503,-0.10805549,0.0014217072,0.17782581,-0.057762366,0.05515081,-0.07662423,-0.08305772,-0.16853371,0.087290615,-0.03526995,0.124107614,-0.0020218545,0.051696707,-0.060100615,-0.12778142,0.03843121,-0.11448506,0.043888792,-0.069946,0.022281865,-0.09660525,-0.023486182,0.034642097,-0.12223504,-0.07969257,0.17790574,0.13257751,0.1412553,0.085211955,0.08153036,-0.072660245,-0.13350727,-0.08273993,-0.39120132,0.08479295,-0.04355051,0.049612843,0.027819103,0.006173391,0.05828625,0.3226476,0.034652073,-0.045251954,0.0011321541,0.10945408,0.041660056,0.017468115,-0.09233715,-0.11604514,-0.19522259,0.023805415,0.018651083,0.034271404,-0.02656343,-0.1054498,-0.05697912,-0.011225027,-0.05541297,-0.08226312,-0.009493877,0.06922079,0.10713658,0.08966372,-0.11487222,0.14851663,-0.05064687,0.13019066,0.13718215,0.24735121,0.066961415,0.10936297,-0.14551038,0.01155375,0.021426326,-0.047168672
Honeywell_International,-0.17100167,-0.16110638,-0.16323312,-0.16841029,0.104418725,0.2516293,0.12506802,-0.103742555,0.2043358,-0.24115555,-0.06906334,-0.19369139,-0.0060886755,0.06347455,-0.026125465,0.05726479,-0.08492416,0.034273617,-0.046396594,-0.011880997,-0.08601435,0.12538877,-0.1442659,-0.1417861,0.038865168,0.046130966,0.06294529,-0.028908212,0.08791959,-0.22858438,0.15563431,-0.012046067,0.12747051,-0.029382072,0.059764624,0.16444637,-0.025314502,0.00097399607,-0.057282627,0.02082323,0.0173972,0.18521278,0.021262746,0.007620279,0.2678294,-0.20156269,0.15170085,-0.008534363,-0.2800755,-0.10833412,0.012393433,0.016718667,-0.060817927,-0.039497547,-0.08106498,-0.12637493,0.13255861,0.05953463,-0.021304168,-0.088652425,0.008392273,0.00012553795,0.031127991,0.06926083,-0.014130174,0.028112018,-0.05571913,0.13339543,-0.018614115,-0.034771603,0.12357777,0.04190492,-0.01440241,0.11726367,0.0075315027,0.09310187,0.120935105,-0.05244352,-0.0678129,-0.099935874,0.0023988106
Thermo_Fisher_Scientific,-0.24136172,-0.15423618,0.23265412,0.10627884,0.23245355,0.037344087,0.2196729,-0.2563156,-0.13175122,-0.071055725,0.0023436488,0.004883266,-0.11102283,0.02023566,0.18389857,0.21591482,-0.14623947,-0.04033948,0.069957584,-0.026598277,-0.09032195,-0.030860515,-0.015113809,0.105415516,0.09674061,-0.011677106,-0.10650581,-0.056147907,-0.09728153,-0.23753956,-0.03607011,0.00025465337,-0.040941283,0.045056485,0.09125387,0.036595546,-0.06469543,0.031190423,-0.05398475,-0.016024603,0.067410216,0.15390824,-0.121034026,0.08206711,0.04057548,-0.22438121,0.17869325,-0.03644054,-0.1816229,-0.11486022,0.012361242,-0.018103372,0.07149044,-0.15276922,0.06489862,-0.05247317,0.021858519,0.075472645,-0.08769787,0.25433478,0.029157942,-0.025510235,0.0034788859,-0.10198035,0.10098551,0.08203913,0.082191475,0.028538955,0.1068272,0.04889029,-0.03204546,0.059523076,-0.10921764,-0.07628818,0.060278036,0.05104352,-0.08796534,-0.10977733,-0.09807813,-0.030712187,-0.031194149
Repsol,-0.07017913,-0.17471825,0.27079678,0.016157163,-0.077554025,0.1758052,-0.06709548,-0.0968656,-0.05026237,-0.03410949,0.18951228,0.071149744,-0.045554172,0.21163441,0.22722518,0.25617853,-0.116418436,-0.0006465516,0.04236705,-0.16959593,-0.054549914,0.08307858,-0.08699934,0.2365059,0.0680032,0.044335105,-0.15206262,-0.0024562934,0.081510894,-0.28874046,0.1140664,-0.056829154,0.13735802,0.019627374,0.024643257,-0.09701863,0.06580634,0.109863676,0.0022204684,-0.049674235,0.14838137,0.006832707,0.109097995,0.035363533,0.07627054,-0.06628019,0.07192903,-0.11070123,-0.120754994,-0.037198044,0.004368607,0.07679826,-0.010602838,-0.043923482,-0.021352816,-0.09776731,0.06011299,0.12253969,0.12314147,0.22951666,0.0066205203,0.036815997,-0.07800745,-0.036319166,0.02424954,-0.05167116,0.26089004,0.108988576,0.11808753,-0.028514126,0.11475963,0.07919667,0.022969171,0.03481221,0.011551601,0.05361164,0.08770951,-0.03035534,0.026285252,-0.040276818,-0.067847244
3M,0.096060045,0.062948674,-0.039452963,0.024328003,0.09419871,-0.023527956,0.15868887,-0.13748503,0.19198759,-0.08955668,0.016924895,-0.15680213,0.23375246,-0.12981543,0.08097241,0.1810877,-0.015070534,-0.04889765,-0.0958648,0.07530345,0.038495943,-0.011836679,-0.06787082,-0.019550866,-0.052984715,0.22754657,0.036945462,-0.036971867,0.22352262,-0.21139888,0.20021139,0.17019682,-0.18194936,0.28146845,-0.007977596,-0.05225041,0.06708159,0.10232648,0.023005683,-0.05849012,0.061858926,0.10465533,-0.1392547,-0.16300203,0.20217387,-0.16196775,0.12150217,-0.09750661,-0.22232178,-0.036989532,-0.030889267,0.017378006,0.06840739,0.07273047,0.06823782,-0.019709358,0.032058597,0.03732731,-0.159447,0.00020609591,-0.04897514,-0.052510664,0.041101307,-0.065434255,-0.0033980485,0.025571661,-0.08665101,0.1023389,-0.05836986,-0.08433132,0.009723537,-0.1362693,-0.04857604,0.051161572,-0.007058018,0.15510662,0.15233585,-0.052635767,0.031890143,-0.07517055,-0.06071594
TJX,-0.04743423,0.13413085,0.22524971,0.09024046,0.09952128,0.08496114,0.10179425,0.099201895,-0.017367197,-0.11532241,0.04592427,-0.039272875,-0.0010739296,-0.2831002,0.110804275,0.050479677,0.059245963,-0.115455985,-0.04128498,-0.02477921,-0.11367595,-0.16729961,-0.19041891,0.12333668,-0.10343209,0.009198216,-0.09690088,0.0595589,-0.02380684,-0.11588942,0.0100657465,-0.07171017,-0.08882795,0.01534463,0.05369171,0.17944604,0.16628662,-0.21273686,0.018092103,-0.0031398905,0.1802287,-0.17938974,0.12881367,-0.106106676,0.16898412,-0.009163425,0.18313098,-0.12945667,-0.034834016,0.08022898,-0.015705185,-0.10001452,-0.03055016,0.00817738,-0.0058843256,0.022652555,-0.08221747,-0.06100519,-0.1760885,-0.013879921,-0.020870008,0.0065634595,-0.023041962,-0.24246055,0.024701662,-0.08515996,-0.13899325,0.26239374,0.10411989,-0.11017352,0.07713536,0.080832906,-0.1012945,-0.1262755,0.15978298,0.13603741,0.031789806,0.011128588,0.045636795,0.04756326,-0.027883045
Travelers,0.0011533591,0.1570746,0.0885454,0.038167093,0.22920582,0.05739577,0.07473396,-0.030648766,-0.00016305734,-0.13553113,-0.030304607,0.021280231,0.15870109,-0.1337812,0.29869634,-0.059389185,0.12001594,-0.09541166,-0.06860925,0.12491221,0.056882005,-0.072157905,0.08344496,-0.0037974254,0.057801645,0.08291694,0.18287015,-0.15441234,-0.09145388,-0.035301536,0.048629325,-0.09927959,0.0011319645,-0.16437888,-0.035872176,0.09828592,-0.19676915,-0.011366144,-0.11149054,-0.06090605,-0.12888515,0.16496648,0.17775793,-0.0738388,0.087290384,-0.047166623,-0.07015568,-0.1809463,-0.123102464,0.18576743,0.04501299,0.1343901,0.027663695,0.031070473,0.08413267,-0.20531936,0.19785035,0.20437393,-0.014424651,-0.02585399,-0.08683412,0.103344716,0.12969339,0.026119465,-0.070111796,0.1579425,0.0009888506,0.062907435,0.10344038,-0.007261855,-0.016415685,0.07963845,-0.19200234,-0.051221207,-0.12823299,-0.12837909,-0.08357282,-0.03456152,0.051245824,-0.04519066,0.059360847
Fubon_Financial_Holding,-0.16084935,0.21872704,0.10283693,0.31306878,0.04085803,-0.0009659962,-0.04209021,0.06286274,0.07997507,0.050823774,0.10424105,-0.10790767,0.26259226,-0.016370466,0.1803512,0.05706176,-0.021454254,-0.123426706,-0.009246668,-0.12469089,-0.23475727,-0.17817265,0.0009317676,0.084820025,-0.08289138,0.11131514,-0.14279182,0.047050033,0.1716944,-0.102533266,0.07993902,0.0028726617,0.2134955,-0.046688367,0.03487595,0.07470586,-0.109289005,0.01859501,-0.016064042,-0.07316321,-0.01251233,-0.0015019561,0.18461996,0.1665431,-0.06852389,0.14272423,0.039857768,0.010692731,-0.019465571,0.012715366,-0.12206207,-0.06624379,0.002893969,-0.024215642,0.058653522,-0.08201332,-0.22560965,0.038638297,0.04138939,-0.21988206,0.15153278,-0.18617208,0.14717148,0.021448178,0.15707491,0.06797766,0.057220146,0.058890194,0.1307105,-0.13018593,-0.05878096,0.009639989,-0.076093994,0.007786164,0.014477341,0.020278683,-0.024211535,-0.006769733,0.03671163,0.058724042,0.025805552
Tesla,0.0018249828,-0.4145718,-0.08228604,0.11583483,0.16782862,-0.09376389,-0.028735157,0.034230452,0.024023298,0.05120063,0.026964298,-0.21832862,0.17019083,-0.11223509,0.0056427335,0.14457352,0.10469512,-0.011083702,0.19246456,-0.070240594,0.03238604,-0.061635636,-0.1981198,0.23008603,0.16385141,-0.041937575,0.078234315,-0.0015606406,-0.025488371,-0.02204216,0.03997185,0.017573282,0.15946439,0.10334584,-0.08303991,-0.16241461,0.0005035306,0.08543969,0.038265474,-0.1425283,-0.036932,0.12161424,0.08365284,-0.029764337,0.097702175,0.07506727,-0.012766769,-0.12869029,-0.07564304,-0.0049833306,0.123199426,-0.21407086,0.053025566,0.0055356845,-0.016620602,-0.17733215,-0.0106168585,0.0983278,-0.090375,0.042121068,-0.09036533,0.004692894,-0.1845347,-0.18629098,-0.048617806,0.05298118,0.0043394,0.053463332,0.079108864,-0.12531215,-0.00030185722,-0.0076508364,-0.18142438,0.12293079,0.042414606,0.038719963,0.15585075,-0.011402821,0.09142197,0.012215347,0.017761087
CMA_CGM,-0.18998767,-0.052802116,0.16161555,0.16837923,-0.24258566,-0.30175975,0.07520807,0.02714976,-0.023796722,0.10974648,0.13979496,0.2529956,0.10221531,0.051611826,0.0085821375,-0.024414731,0.0036251603,-0.02844648,0.03253113,-0.032587294,-0.048168566,-0.053577866,-0.05304998,0.006068948,-0.014032751,-0.052581977,-0.06724852,-0.20687377,-0.09547605,-0.018291663,-0.048112508,0.022401385,0.054173093,-0.10088635,0.14234543,0.16245572,0.07920074,0.0016362396,-0.15466863,-0.08488079,-0.08915229,0.06899426,0.065937705,0.046189036,0.10287551,-0.084631965,0.15392548,-0.022929505,-0.33246884,-0.12495929,-0.11788203,-0.017654557,-0.0058217016,0.019325996,-0.1644334,0.13063489,-0.007945092,-0.13754526,0.006673205,0.18785726,-0.03526698,0.06360087,0.008630997,0.01318716,0.07223739,-0.13733584,0.12436446,0.03008125,0.018016934,-0.0908934,0.10489774,0.2503266,-0.06852847,0.07710458,0.08416796,0.09467246,0.011980898,-0.071162045,-0.048820917,-0.07140722,0.04173908
Bharat_Petroleum,-0.16444257,-0.04886605,-0.13547464,0.062376108,-0.23034954,0.1129256,-0.09354923,-0.05070622,0.25059438,0.09327813,0.2671693,0.027700037,-0.027295606,-0.028622784,0.08787315,0.07492641,-0.012860523,-0.060734373,0.1796943,0.1443592,0.06741872,-0.105436645,0.15131952,-0.30949402,-0.02387734,0.07764342,-0.1772186,0.022081072,0.19595146,0.0580513,0.11957832,0.12780844,0.07038879,-0.12890486,-0.03394777,0.100482896,0.12052725,0.06615043,-0.00328303,0.011634591,0.015938053,0.11044156,0.02924037,-0.085408226,0.16091269,-0.062524915,-0.021946596,-0.13905817,-0.21687621,-0.02205844,-0.07297747,0.10070774,-0.02397302,0.11873382,-0.013714525,0.025345486,-0.048250977,-0.07496949,0.07856867,-0.001271693,-0.11522374,0.017575452,0.0020048385,-0.034302585,-0.031422548,-0.13774046,-0.061710678,-0.05033735,0.09322012,0.021959381,0.05190057,0.10403989,0.09534688,-0.043367933,-0.06606864,0.2032052,0.15649255,-0.12678109,-0.02001333,-0.03567122,0.18191117
SAP,0.061450385,-0.16364926,0.0040549063,0.11099067,0.18835855,-0.041879088,0.10448768,-0.29284677,0.1879274,-0.24660842,0.034022644,-0.15315756,0.14477973,0.07145837,-0.021597978,0.11811715,-0.060551163,-0.21630003,-0.081624895,-0.09778417,-0.027330466,-0.020308334,-0.047706783,0.1753868,0.16854928,0.15078342,0.08203691,-0.14320417,0.14747088,-0.099104576,0.0062048486,-0.008107874,-0.048665073,0.21151356,0.12755708,-0.044912383,-0.07085592,0.08077951,-0.0043555796,-0.23394461,0.07314562,-0.009417649,-0.019635327,0.24355313,0.12395876,-0.14609618,0.08358245,-0.12905566,0.011739851,-0.034390774,0.050733406,-0.13010332,-0.072078265,-0.015851371,0.030751448,-0.06921537,-0.062643915,-0.03625914,-0.06767292,0.07572754,-0.1260517,0.0061242124,-0.11964155,-0.031871654,0.01565024,0.10940158,-0.054508016,0.047266394,0.05214472,-0.19340077,0.068271905,0.10561647,0.052184638,0.10222081,-0.040090375,0.048370063,0.071449995,0.08486382,0.072641246,-0.06729405,0.049505144
Hyundai_Mobis,-0.14289926,-0.3558329,-0.08818516,-0.026127357,-0.09145646,-0.060488347,0.074656755,-0.02270128,0.11615891,0.06618762,0.2012242,-0.07868571,-0.043102883,-0.06311744,0.09640523,-0.10164815,-0.012251531,-0.08494962,0.025803989,-0.18808733,0.062066626,-0.012300197,0.0414536,-0.17020065,-0.048567716,0.06350074,-0.052373692,-0.02091164,0.23064457,-0.042162668,0.096423045,0.19416869,0.18063536,0.1901313,0.16118576,0.078660615,-0.18984883,-0.05060209,-0.11262597,-0.1548449,-0.05618826,0.06711244,-0.24202263,0.031983193,0.04216959,-0.055728417,0.1405052,-0.111212045,-0.18534435,-0.15801434,0.028515993,0.14280507,-0.097825274,-0.119870625,-0.14374088,-0.022600422,0.10565923,-0.0061987727,-0.00036565016,0.036429018,-0.09539457,-0.12525938,-0.046508968,-0.059989482,0.04635349,-0.018540753,0.12223493,0.007790758,-0.034557614,-0.08605203,0.062042873,0.015257332,0.10228128,0.06614109,0.04753151,0.12483984,0.13429299,-0.114679724,-0.045384448,-0.017679352,0.033517495
JFE_Holdings,-0.1538696,-0.08513262,0.056379627,0.036942936,0.083598234,-0.010460532,0.008516559,-0.124393776,0.041244168,-0.13884144,0.17665027,-0.1380045,0.10349932,-0.02402433,-0.10523582,0.2534525,-0.22543642,-0.09305833,-0.008192575,0.08276971,0.0010129063,0.046480965,0.14249574,-0.09789093,-0.032344203,0.29100704,0.0031817812,-0.03585575,0.19476102,-0.33117884,-0.056472108,-0.05419789,0.048546337,0.051841814,-0.030231375,-0.038170505,0.043320954,-0.016036393,-0.06876165,-0.18015729,-0.098328345,-0.072223715,-0.09383691,0.05466197,0.12053219,-0.11813416,0.2017262,-0.1453942,-0.1405392,-0.043861445,0.032480713,0.12362048,-0.029667173,-0.017655237,-0.051241904,-0.12041246,-0.113254175,0.047011912,0.08804816,0.0027652837,-0.07239957,-0.062200997,0.124942236,-0.02427637,0.03826906,-0.04604667,0.05425206,0.13677002,0.21160732,-0.028757704,0.19708201,0.13928929,0.098400995,-0.064658396,-0.087668344,0.06858197,0.033331778,-0.056950923,-0.009355764,-0.09808739,0.08533789
Mizuho_Financial_Group,-0.22976708,0.012035464,0.19239129,0.1154426,0.15739185,0.099121146,0.13013561,-0.00787149,0.094371326,-0.006235887,0.12318451,-0.032587927,0.17374107,-0.24934988,-0.050197612,0.011943547,-0.040796623,-0.17549689,0.018145997,-0.09883644,-0.019291809,-0.2513574,0.048297506,-0.015708087,0.04155107,0.16244471,-0.011367,0.030790063,0.23188752,-0.20170213,0.13805588,-0.14064401,-0.10910337,-0.14095782,-0.092302084,-0.04732384,0.13983454,-0.110518,-0.064778686,-0.027632663,-0.07755773,0.075789556,0.060275838,0.014299808,0.048184987,0.07241166,0.09817584,0.0020350527,-0.006535332,0.08506357,-0.21646596,0.060356356,-0.075973675,-0.031328917,0.05556462,-0.06807771,-0.17877556,0.20371582,-0.040802635,-0.05572273,0.034063343,-0.088829696,0.11512873,-0.05391726,0.040080126,0.04680498,-0.05890541,0.17549151,0.086617276,-0.12272234,0.23088706,0.035001427,0.071690276,0.01406063,0.029405667,0.05111392,-0.0070774443,-0.072060645,0.10249538,-0.051046737,0.1537785
Takeda_Pharmaceutical,-0.06285386,0.02503504,0.2570344,-0.16223918,0.19984825,0.04510275,0.06660606,-0.16055119,0.21716924,-0.16201097,0.11922055,0.0312948,-0.049686123,0.11909105,-0.13338627,0.10857728,-0.027814886,-0.008310996,-0.16118158,-0.059363075,-0.22893919,-0.0030456039,0.08454338,0.13295197,-0.035246845,0.23124324,-0.17078891,0.019733993,0.16362312,-0.28099257,-0.02170632,-0.07494514,-0.00786207,0.15337741,0.029522855,-0.11091793,-0.08810355,-0.077663526,0.058159534,-0.02453722,-0.0069764527,-0.04858879,-0.015738618,0.18140675,-0.026257958,-0.113637045,0.07591755,-0.16088781,-0.09344399,0.025445277,-0.08604721,0.004137137,0.06529509,-0.10049177,0.0304106,-0.24173813,-0.043652944,0.16246843,0.059664402,0.048486065,-0.009422049,0.010786613,0.12788342,0.01621483,0.006181924,0.057449773,0.09495663,-0.082788244,0.1024821,0.032225005,0.22425754,0.05254263,0.030954413,0.03969427,-0.014280036,0.15960935,0.011775175,-0.021989353,-0.019252377,-0.046474803,-0.01566208
ABB,-0.11822985,-0.2375312,0.23218316,-0.04617853,0.021977158,0.18269569,-0.10613029,-0.09690936,-0.024946906,0.06198575,0.18876421,-0.12957577,0.08670695,0.13917212,-0.052787606,0.21709053,-0.104846485,0.13813098,-0.006639679,-0.11770537,-0.114625014,-0.05976255,0.0011526215,0.18482651,-0.046645913,0.037760496,-0.22058807,0.027489267,0.06432647,-0.13300633,0.14697513,0.05865399,0.06447306,0.16588062,0.067900725,0.00831638,0.10431477,-0.042792514,-0.03587188,-0.07029837,0.062389996,0.08569599,-0.19268695,0.101896,0.07500858,-0.21732646,0.10805785,-0.09627906,-0.23312788,-0.045712102,0.08506752,-0.11449369,-0.06816385,-0.12354113,-0.037672628,-0.064635254,-0.04998548,-0.018096548,-0.16352737,-0.06387267,0.017349603,-0.14348063,-0.039044656,-0.07896005,0.052220467,-0.020541983,0.1499797,0.014437243,-0.012483841,0.0016220352,0.07800573,0.009901968,-0.020480743,-0.011395698,-0.047969807,0.021293735,0.12114606,0.08021615,-0.027571745,-0.27044895,0.08766764
Shougang_Group,-0.009135605,-0.11815958,0.03470436,0.17312147,-0.05701117,-0.12671709,0.09748815,-0.09687814,-0.05322296,0.031227676,0.3319418,-0.06660535,0.088293605,0.016846038,0.07582838,-0.040233,0.07856884,-0.022371948,-0.06745891,-0.18472989,-0.020676784,0.05234655,0.11244229,0.024329202,-0.10704566,0.16471253,-0.026664697,0.03203011,0.18949454,-0.07826771,0.08845768,0.01066695,0.09580998,0.08797346,0.041477934,0.030452916,-0.019918174,0.055473443,-0.08124991,0.09299028,-0.18042405,0.11053026,-0.0215884,0.11183636,0.017037923,0.09276634,0.18798298,-0.1109796,-0.34032783,-0.0042953473,-0.13160628,0.057128847,-0.15776072,-0.14361155,0.0061360444,0.087124966,0.10546716,-0.124351405,0.19353105,0.1540732,0.13398091,-0.114310786,0.10566579,0.027068375,-0.01975055,-0.05186606,0.21403983,0.09952331,0.055212956,-0.15358439,0.07768648,0.14467905,-0.020036165,-0.056867585,-0.06838298,0.0042385883,0.11093275,0.054925602,-0.11914543,-0.06304049,0.059880078
Suzuki_Motor,-0.0213273,-0.13352305,0.04893099,-0.076997966,-0.06608873,-0.1054982,-0.002357333,-0.16878875,-0.1800991,-0.2175774,0.13602407,-0.04847702,-0.11184412,-0.1211319,0.091178045,0.11502755,0.12702723,-0.103468336,0.29484236,0.021786332,-0.0057521733,-0.16218194,0.08950432,-0.07239796,-0.015126538,-0.03188151,-0.124748066,0.19974053,0.016906064,-0.019256424,-0.006282097,-0.09440479,0.17459776,0.18573536,-0.09516633,-0.048670884,0.077408105,-4.5722394e-05,-0.022932108,-0.12519093,0.005000517,-0.0010585665,-0.038364507,-0.059636272,0.03433846,-0.04864739,0.18452208,-0.20088421,-0.273978,-0.060125798,-0.0025269021,0.1709588,0.12221073,0.037327103,-0.11305928,0.16584018,-0.115469396,-0.04646133,-0.06403567,0.12559108,-0.08064931,0.014020495,-0.077536345,-0.021981418,0.22514217,0.011375284,0.031562045,0.04726774,0.06871099,-0.041593447,0.019123789,-0.096858814,0.16669746,0.01208077,-0.004949831,-0.068446256,0.1006289,-0.01405044,-0.020530945,-0.10896588,0.19924541
